,Idx_Sample,Ref.,Mixture Code in Ref,FA (kg/m3),GGBFS (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Total NaOH (kg in 1m3 mix),"NaOH
Concentration (M)",Superplasticizer (kg in 1m3 mix),7-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,365-d Cubic compressive strength (MPa) ,7-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Ec (MPa) ,28-d WA (%),28-d Porosity/AVPV (%),28-d Water permeability (mm),28-d Abrasion resistance (mm),28-d UPV (m/s),28-d sorptivity(m/s^0.5),Slump (mm),flowtable,Seeting I,Setting F,"CO2 Footprint
(kg/m³)",% FA in Mix,% GGBFS in Mix,"Na2SiO3
Concentration (M)","NaOH / Na2SiO3
Volume Ratio","NaOH / Na2SiO3
Mass Ratio"
360,1196,[83],F70C30,217.0,,122.0,48.85714286,10.0,6.2,61.2397,61.7355,62.4793,,,,,,,1.72727,7.92178,,,,3.26994,50.0,,,,216.1746380897667,9.313304721030043,0.0,12.473398328690807,1.524285790487266,0.4004683840983606
361,1198,[84],G90C10,279.0,,114.0,57.0,10.0,6.2,52.314,54.5455,57.7686,60.0,,,,,,2.1,8.7,,,,3.32,,,,,167.70006666666666,11.974248927038628,0.0,0.0,0.0,0.5
362,1199,[84],G80C20,248.0,,114.0,57.0,10.0,6.2,63.719,64.2149,65.2066,66.5,,,,,,1.4,6.9,,,,2.98,,,,,193.61606666666668,10.643776824034337,0.0,0.0,0.0,0.5
363,1200,[84],G70C30,217.0,,114.0,57.0,10.0,6.2,60.9917,61.4876,61.9835,63.0,,,,,,1.7,7.9,,,,3.26,,,,,219.53206666666668,9.313304721030043,0.0,0.0,0.0,0.5
364,1231,[89],10C1,391.0,,92.0,75.0,7.5,0.0,22.5717,21.829,,,,,,,,,,,,,,16.7432,,,,895.0651000000001,16.15702479338843,0.0,0.0,0.0,0.8152173913043478
365,1232,[89],10C2,380.0,,89.0,73.0,7.5,0.0,15.4909,16.6001,,,,,,,,,,,,,,143.7185,,,,892.7921000000001,15.702479338842975,0.0,0.0,0.0,0.8202247191011236
366,1233,[89],10C3,371.0,,87.0,72.0,7.5,0.0,12.8526,12.4803,,,,,,,,,,,,,,164.216,,,,891.4616000000002,15.330578512396697,0.0,0.0,0.0,0.8275862068965517
367,1234,[89],10C4,367.0,,86.0,71.0,7.5,0.0,21.0857,18.8635,,,,,,,,,,,,,,3.77142,,,,890.7751000000002,15.165289256198347,0.0,0.0,0.0,0.8255813953488372
368,1235,[89],10C5,357.0,,84.0,69.0,7.5,0.0,14.7438,16.2253,,,,,,,,,,,,,,38.1661,,,,888.8661000000001,14.75206611570248,0.0,0.0,0.0,0.8214285714285714
369,1236,[89],10C6,348.0,,82.0,67.0,7.5,0.0,13.2147,11.7314,,,,,,,,,,,,,,70.706,,,,886.9611000000001,14.380165289256198,0.0,0.0,0.0,0.8170731707317073
370,1237,[89],10C7,355.0,,84.0,69.0,7.5,0.0,18.8496,20.3272,,,,,,,,,,,,,,3.77731,,,,888.9829000000001,14.669421487603309,0.0,0.0,0.0,0.8214285714285714
371,1238,[89],10C8,346.0,,81.0,67.0,7.5,0.0,15.0983,16.5798,,,,,,,,,,,,,,15.9409,,,,886.7179000000001,14.297520661157026,0.0,0.0,0.0,0.8271604938271605
372,1239,[89],10C9,337.0,,79.0,65.0,7.5,0.0,13.2046,10.2397,,,,,,,,,,,,,,31.8171,,,,884.8129000000001,13.925619834710744,0.0,0.0,0.0,0.8227848101265823
373,1240,[89],8C1,318.0,79.0,93.0,77.0,7.5,0.0,24.0438,38.8586,,,,,,,,,,,,,,34.6022,,,,91.8901,13.140495867768594,2.7054794520547945,0.0,0.0,0.8279569892473119
374,1241,[89],8C2,309.0,77.0,91.0,75.0,7.5,0.0,23.6128,38.4302,,,,,,,,,,,,,,115.287,,,,89.8811,12.768595041322314,2.636986301369863,0.0,0.0,0.8241758241758241
375,1242,[89],8C3,301.0,75.0,89.0,73.0,7.5,0.0,21.7029,37.6314,,,,,,,,,,,,,,49.6909,,,,87.87610000000001,12.43801652892562,2.5684931506849313,0.0,0.0,0.8202247191011236
376,1243,[89],8C4,294.0,73.0,86.0,71.0,7.5,0.0,18.3116,30.9016,,,,,,,,,,,,,,191.461,,,,85.5151,12.148760330578511,2.5,0.0,0.0,0.8255813953488372
377,1244,[89],8C5,291.0,73.0,85.0,70.0,7.5,0.0,23.8589,40.5231,,,,,,,,,,,,,,59.7318,,,,84.8326,12.024793388429751,2.5,0.0,0.0,0.8235294117647058
378,1245,[89],8C6,283.0,71.0,83.0,68.0,7.5,0.0,20.8303,35.2748,,,,,,,,,,,,,,65.4169,,,,82.82759999999999,11.694214876033056,2.4315068493150687,0.0,0.0,0.8192771084337349
379,1246,[89],8C7,276.0,69.0,81.0,67.0,7.5,0.0,17.4339,30.0265,,,,,,,,,,,,,,90.5464,,,,81.4011,11.40495867768595,2.363013698630137,0.0,0.0,0.8271604938271605
380,1247,[89],8C8,289.0,72.0,85.0,70.0,7.5,0.0,22.291,37.1083,,,,,,,,,,,,,,0.0,,,,84.8974,11.942148760330578,2.4657534246575343,0.0,0.0,0.8235294117647058
381,1248,[89],8C9,281.0,70.0,83.0,68.0,7.5,0.0,22.2329,38.1614,,,,,,,,,,,,,,19.917,,,,82.8924,11.611570247933884,2.3972602739726026,0.0,0.0,0.8192771084337349
382,1249,[89],8C10,274.0,68.0,81.0,66.0,7.5,0.0,21.4342,34.0268,,,,,,,,,,,,,,9.86133,,,,80.8914,11.322314049586776,2.328767123287671,0.0,0.0,0.8148148148148148
383,1250,[89],8C11,267.0,67.0,79.0,64.0,7.5,0.0,17.302,32.1143,,,,,,,,,,,,,,14.6234,,,,78.94239999999999,11.033057851239668,2.2945205479452055,0.0,0.0,0.810126582278481
384,1251,[89],6C1,239.0,159.0,94.0,77.0,7.5,0.0,39.6162,60.0328,,,,,,,,,,,,,,179.686,,,,96.0941,9.87603305785124,5.445205479452055,0.0,0.0,0.8191489361702128
385,1252,[89],6C2,230.0,153.0,90.0,74.0,7.5,0.0,36.3328,57.9994,,,,,,,,,,,,,,213.101,,,,92.5826,9.50413223140496,5.239726027397261,0.0,0.0,0.8222222222222222
386,1253,[89],6C3,227.0,151.0,89.0,73.0,7.5,0.0,38.018,60.9332,,,,,,,,,,,,,,228.87,,,,91.5321,9.380165289256198,5.171232876712329,0.0,0.0,0.8202247191011236
387,1254,[89],6C4,218.0,145.0,86.0,70.0,7.5,0.0,32.6513,50.9846,,,,,,,,,,,,,,199.323,,,,88.3806,9.008264462809915,4.965753424657534,0.0,0.0,0.813953488372093
388,1255,[89],6C5,219.0,146.0,86.0,70.0,7.5,0.0,40.3496,58.2677,,,,,,,,,,,,,,54.7708,,,,88.7006,9.049586776859504,5.0,0.0,0.0,0.813953488372093
389,1256,[89],6C6,216.0,144.0,85.0,69.0,7.5,0.0,41.2015,55.7848,,,,,,,,,,,,,,99.2691,,,,87.6501,8.925619834710744,4.931506849315069,0.0,0.0,0.8117647058823529
390,1257,[89],6C7,213.0,142.0,84.0,69.0,7.5,0.0,37.0519,56.2186,,,,,,,,,,,,,,218.77,,,,87.1741,8.801652892561984,4.863013698630137,0.0,0.0,0.8214285714285714
391,1258,[89],6C8,209.0,139.0,82.0,67.0,7.5,0.0,39.8202,56.9035,,,,,,,,,,,,,,14.0013,,,,85.2579,8.636363636363637,4.760273972602739,0.0,0.0,0.8170731707317073
392,1259,[89],6C9,203.0,136.0,80.0,65.0,7.5,0.0,37.353,55.6864,,,,,,,,,,,,,,94.5844,,,,83.2089,8.388429752066116,4.657534246575342,0.0,0.0,0.8125
393,1260,[89],6C10,198.0,132.0,78.0,64.0,7.5,0.0,21.9692,36.1373,,,,,,,,,,,,,,149.242,,,,81.68639999999999,8.181818181818182,4.52054794520548,0.0,0.0,0.8205128205128205
394,1261,[89],3C1,113.0,264.0,89.0,73.0,7.5,0.0,62.5427,77.3575,,,,,,,,,,,,,,128.505,,,,96.9521,4.669421487603306,9.04109589041096,0.0,0.0,0.8202247191011236
395,1262,[89],3C2,108.0,251.0,84.0,69.0,7.5,0.0,57.8903,70.8577,,,,,,,,,,,,,,223.987,,,,92.1581,4.462809917355372,8.595890410958903,0.0,0.0,0.8214285714285714
396,1263,[89],3C3,105.0,245.0,82.0,68.0,7.5,0.0,51.8626,64.8256,,,,,,,,,,,,,,219.412,,,,90.5396,4.338842975206612,8.39041095890411,0.0,0.0,0.8292682926829268
397,1264,[89],3C4,106.0,248.0,83.0,68.0,7.5,0.0,56.4726,70.5511,,,,,,,,,,,,,,31.2841,,,,91.32359999999998,4.380165289256198,8.493150684931507,0.0,0.0,0.8192771084337349
398,1265,[89],3C5,101.0,236.0,79.0,65.0,7.5,0.0,54.404,68.4825,,,,,,,,,,,,,,157.32,,,,87.5161,4.1735537190082646,8.082191780821917,0.0,0.0,0.8227848101265823
399,1266,[89],3C6,99.0,230.0,77.0,63.0,7.5,0.0,54.2978,68.0015,,,,,,,,,,,,,,128.669,,,,85.3271,4.090909090909091,7.876712328767123,0.0,0.0,0.8181818181818182
400,1267,[89],3C7,103.0,240.0,81.0,66.0,7.5,0.0,58.93,72.2589,,,,,,,,,,,,,,39.6162,,,,89.1514,4.256198347107438,8.21917808219178,0.0,0.0,0.8148148148148148
401,1268,[89],3C8,98.0,228.0,77.0,63.0,7.5,0.0,55.0228,66.8746,,,,,,,,,,,,,,64.7275,,,,85.34389999999999,4.049586776859504,7.808219178082192,0.0,0.0,0.8181818181818182
402,1269,[89],3C9,95.0,223.0,75.0,61.0,7.5,0.0,50.1018,61.5788,,,,,,,,,,,,,,64.7825,,,,83.2029,3.925619834710744,7.636986301369864,0.0,0.0,0.8133333333333334
403,1270,[90],M20,327.0,,108.67,54.33,8.0,0.0,,31.3,,,,,,,,,,,,,,100.0,,,,105.39695733333332,14.094827586206897,0.0,0.0,0.0,0.4999539891414373
404,1271,[90],M40,394.3,,112.64,45.06,16.0,6.0,,50.65,,,,,,,,,,,,,,50.0,,,,139.9618693333333,16.995689655172413,0.0,0.0,0.0,0.4000355113636364
405,1272,[90],M60,408.9,,102.22,40.89,16.0,6.0,,71.07,,,,,,,,,,,,,,50.0,,,,131.15831733333334,17.625,0.0,0.0,0.0,0.4000195656427314
406,1297,[92],Batch A ambient,405.0,,70.88,70.88,14.0,0.0,8.33,14.66,,,,,,,,,,,,,,,,,,112.126336,18.080357142857142,0.0,0.0,0.0,1.0
407,1298,[92],Batch B ambient,303.75,101.25,70.88,70.88,15.0,0.0,25.48,32.64,,,,,,,,,,,,,,,,,,122.415744,13.560267857142858,3.5402097902097904,0.0,0.0,1.0
408,1299,[92],Batch C ambient,252.5,152.5,70.88,70.88,16.0,0.0,33.12,39.52,,,,,,,,,,,,,,,,,,130.305152,11.272321428571429,5.332167832167832,0.0,0.0,1.0
409,1300,[92],Batch D ambient,101.25,303.75,70.88,70.88,17.0,0.0,41.57,47.91,,,,,,,,,,,,,,,,,,142.99456,4.520089285714286,10.620629370629372,0.0,0.0,1.0
410,1301,[92],Batch E ambient,,405.0,70.88,70.88,18.0,0.0,43.75,47.98,,,,,,,,,,,,,,,,,,153.283968,0.0,14.160839160839162,0.0,0.0,1.0
411,1302,[92],Batch A oven,405.0,,70.88,70.88,19.0,0.0,14.89,19.33,,,,,,,,,,,,,,,,,,161.73170933333333,18.080357142857142,0.0,0.0,0.0,1.0
412,1303,[92],Batch B oven,303.75,101.25,70.88,70.88,20.0,0.0,38.33,41.04,,,,,,,,,,,,,,,,,,172.02111733333334,13.560267857142858,3.5402097902097904,0.0,0.0,1.0
413,1304,[92],Batch C oven,252.5,152.5,70.88,70.88,21.0,0.0,40.07,43.24,,,,,,,,,,,,,,,,,,179.91052533333334,11.272321428571429,5.332167832167832,0.0,0.0,1.0
414,1305,[92],Batch D oven,101.25,303.75,70.88,70.88,22.0,0.0,46.11,50.47,,,,,,,,,,,,,,,,,,192.59993333333333,4.520089285714286,10.620629370629372,0.0,0.0,1.0
415,1306,[92],Batch E oven,,405.0,70.88,70.88,23.0,0.0,48.49,53.11,,,,,,,,,,,,,,,,,,202.8893413333333,0.0,14.160839160839162,0.0,0.0,1.0
416,1321,[95],VA100,0.0,,103.0,54.85,8.0,7.68,,15.5,,,,,,,,6.7,,,,,9.604998699,,,,,94.12712,0.0,0.0,0.0,0.0,0.5325242718446602
417,1322,[95],VA90RHA10,38.4,,103.0,54.85,8.0,7.68,,10.0,,,,,,,,,,,,,,,,,,94.25528,1.9492385786802031,0.0,0.0,0.0,0.5325242718446602
418,1323,[95],VA80RHA20,76.8,,103.0,54.85,8.0,7.68,,8.75,,,,,,,,,,,,,,,,,,94.40888,3.8984771573604062,0.0,0.0,0.0,0.5325242718446602
419,1324,[95],VA70RHA30,115.2,,103.0,54.85,8.0,7.68,,3.0,,,,,,,,,,,,,,,,,,94.56248,5.84771573604061,0.0,0.0,0.0,0.5325242718446602
420,1325,[95],VA60RHA40,153.6,,103.0,54.85,8.0,7.68,,4.25,,,,,,,,,,,,,,,,,,94.71608,7.7969543147208125,0.0,0.0,0.0,0.5325242718446602
421,1326,[95],VA50RHA50,192.0,,103.0,54.85,8.0,7.68,,3.5,,,,,,,,,,,,,,,,,,94.86968,9.230769230769232,0.0,0.0,0.0,0.5325242718446602
422,1327,[95],VA90FA10,38.4,,103.0,54.85,8.0,7.68,,16.0,,,,,,,,,,,,,,,,,,94.25528,1.846153846153846,0.0,0.0,0.0,0.5325242718446602
423,1328,[95],VA80FA20,76.8,,103.0,54.85,8.0,7.68,,18.5,,,,,,,,,,,,,,,,,,94.40888,3.692307692307692,0.0,0.0,0.0,0.5325242718446602
424,1329,[95],VA70FA30,115.2,,103.0,54.85,8.0,7.68,,20.5,,,,,,,,,,,,,,,,,,94.56248,5.538461538461538,0.0,0.0,0.0,0.5325242718446602
425,1330,[95],VA60FA40,153.6,,103.0,54.85,8.0,7.68,,16.25,,,,,,,,,,,,,,,,,,94.71608,7.384615384615384,0.0,0.0,0.0,0.5325242718446602
426,1331,[95],VA50FA50,192.0,,103.0,54.85,8.0,7.68,,13.0,,,,,,,,,,,,,,,,,,94.86968,9.230769230769232,0.0,0.0,0.0,0.5325242718446602
427,1332,[95],VA90GGBS10,,38.4,103.0,54.85,8.0,7.68,,17.5,,,,,,,,5.27,,,,,13.64581132,,,,,96.09848,0.0,1.3333333333333333,0.0,0.0,0.5325242718446602
428,1333,[95],VA80GGBS20,,76.8,103.0,54.85,8.0,7.68,,24.0,,,,,,,,6.4,,,,,12.4193666,,,,,98.09528,0.0,2.6666666666666665,0.0,0.0,0.5325242718446602
429,1334,[95],VA70GGBS30,,115.2,103.0,54.85,8.0,7.68,,33.0,,,,,,,,5.64,,,,,9.81155781,,,,,100.09208,0.0,4.0,0.0,0.0,0.5325242718446602
430,1335,[95],VA60GGBS40,,153.6,103.0,54.85,8.0,7.68,,46.0,,,,,,,,5.2,,,,,8.443103695,,,,,102.08888,0.0,5.333333333333333,0.0,0.0,0.5325242718446602
431,1336,[95],VA50GGBS50,,192.0,103.0,54.85,8.0,7.68,,50.75,,,,,,,,5.29,,,,,10.61197437,,,,,104.08567999999998,0.0,6.666666666666667,0.0,0.0,0.5325242718446602
432,1337,[96],8M1,430.0,,138.0,56.0,8.0,8.6,27.1075,31.0558,,,,,,,,,,,,,,114.921,,,,132.86793333333333,17.768595041322314,0.0,0.0,0.0,0.4057971014492754
433,1338,[96],8M2,397.0,,128.0,51.0,8.0,7.94,28.529,32.6797,,,,,,,,,,,,,,109.841,,,,125.06153333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
434,1339,[96],8M3,364.0,,117.0,46.0,8.0,7.28,29.5457,32.9878,,,,,,,,,,,,,,80.0,,,,116.89993333333334,15.041322314049587,0.0,0.0,0.0,0.3931623931623931
435,1340,[96],8M4,331.0,,106.0,42.0,8.0,6.62,26.5138,31.0693,,,,,,,,,,,,,,74.9206,,,,109.34153333333332,13.677685950413224,0.0,0.0,0.0,0.3962264150943396
436,1341,[96],8M5,298.0,,96.0,38.0,8.0,5.96,24.4939,27.5311,,,,,,,,,,,,,,44.7619,,,,102.14313333333334,12.31404958677686,0.0,0.0,0.0,0.3958333333333333
437,1342,[96],10M1,430.0,,138.0,55.0,10.0,8.6,30.9104,33.9639,,,,,,,,,,,,,,114.921,,,,140.68113333333332,17.768595041322314,0.0,0.0,0.0,0.3985507246376811
438,1343,[96],10M2,397.0,,128.0,51.0,10.0,7.94,32.0528,35.6706,,,,,,,,,,,,,,109.841,,,,132.87473333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
439,1344,[96],10M3,364.0,,117.0,47.0,10.0,7.28,32.5172,36.5875,,,,,,,,,,,,,,80.0,,,,124.71313333333332,15.041322314049587,0.0,0.0,0.0,0.4017094017094017
440,1345,[96],10M4,331.0,,106.0,42.0,10.0,6.62,29.9312,33.5492,,,,,,,,,,,,,,74.9206,,,,115.77593333333331,13.677685950413224,0.0,0.0,0.0,0.3962264150943396
441,1346,[96],10M5,298.0,,96.0,38.0,10.0,5.96,26.5536,32.997,,,,,,,,,,,,,,44.7619,,,,107.96473333333331,12.31404958677686,0.0,0.0,0.0,0.3958333333333333
442,1347,[96],12M1,430.0,,138.0,55.0,12.0,8.6,31.035,36.1281,,,,,,,,,,,,,,114.921,,,,149.1071333333333,17.768595041322314,0.0,0.0,0.0,0.3985507246376811
443,1348,[96],12M2,397.0,,128.0,50.0,12.0,7.94,33.1071,38.6522,,,,,,,,,,,,,,109.841,,,,139.76873333333333,16.40495867768595,0.0,0.0,0.0,0.390625
444,1349,[96],12M3,364.0,,117.0,47.0,12.0,7.28,33.7096,37.219,,,,,,,,,,,,,,80.0,,,,131.9135333333333,15.041322314049587,0.0,0.0,0.0,0.4017094017094017
445,1350,[96],12M4,331.0,,106.0,42.0,12.0,6.62,32.1652,35.2233,,,,,,,,,,,,,,74.9206,,,,122.21033333333332,13.677685950413224,0.0,0.0,0.0,0.3962264150943396
446,1351,[96],12M5,298.0,,96.0,158.0,12.0,5.96,29.1515,32.21,,,,,,,,,,,,,,44.7619,,,,224.09033333333335,12.31404958677686,0.0,0.0,0.0,1.6458333333333333
447,1352,[96],14M1,430.0,,138.0,55.0,14.0,8.6,32.5843,37.9775,,,,,,,,,,,,,,114.921,,,,157.53313333333332,17.768595041322314,0.0,0.0,0.0,0.3985507246376811
448,1353,[96],14M2,397.0,,128.0,51.0,14.0,7.94,34.0449,39.1011,,,,,,,,,,,,,,109.841,,,,148.5011333333333,16.40495867768595,0.0,0.0,0.0,0.3984375
449,1354,[96],14M3,364.0,,117.0,47.0,14.0,7.28,35.0562,37.9775,,,,,,,,,,,,,,80.0,,,,139.1139333333333,15.041322314049587,0.0,0.0,0.0,0.4017094017094017
450,1355,[96],14M4,331.0,,106.0,42.0,14.0,6.62,33.0337,36.5169,,,,,,,,,,,,,,74.9206,,,,128.6447333333333,13.677685950413224,0.0,0.0,0.0,0.3962264150943396
451,1356,[96],14M5,298.0,,96.0,38.0,14.0,5.96,30.5618,32.0225,,,,,,,,,,,,,,44.7619,,,,119.60793333333334,12.31404958677686,0.0,0.0,0.0,0.3958333333333333
452,1357,[96],8M21,397.0,,128.0,51.0,8.0,7.94,23.5624,24.5319,,,,,,,,,,,,,,109.841,,,,125.06153333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
453,1358,[96],8M22,397.0,,128.0,51.0,8.0,7.94,25.622,28.6809,,,,,,,,,,,,,,109.841,,,,131.47820000000002,16.40495867768595,0.0,0.0,0.0,0.3984375
454,1359,[96],8M23,397.0,,128.0,51.0,8.0,7.94,31.683,32.7567,,,,,,,,,,,,,,109.841,,,,137.89486666666667,16.40495867768595,0.0,0.0,0.0,0.3984375
455,1360,[96],8M24,397.0,,128.0,51.0,8.0,7.94,32.8504,34.2404,,,,,,,,,,,,,,109.841,,,,144.31153333333333,16.40495867768595,0.0,0.0,0.0,0.3984375
456,1361,[96],8M25,397.0,,128.0,51.0,8.0,7.94,36.2887,34.3915,,,,,,,,,,,,,,109.841,,,,150.72820000000002,16.40495867768595,0.0,0.0,0.0,0.3984375
457,1362,[96],10M21,397.0,,128.0,51.0,10.0,7.94,27.0467,27.4779,,,,,,,,,,,,,,109.841,,,,132.87473333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
458,1363,[96],10M22,397.0,,128.0,51.0,10.0,7.94,28.0126,32.2257,,,,,,,,,,,,,,109.841,,,,139.2914,16.40495867768595,0.0,0.0,0.0,0.3984375
459,1364,[96],10M23,397.0,,128.0,51.0,10.0,7.94,33.5223,34.4945,,,,,,,,,,,,,,109.841,,,,145.70806666666667,16.40495867768595,0.0,0.0,0.0,0.3984375
460,1365,[96],10M24,397.0,,128.0,51.0,10.0,7.94,35.5522,35.9824,,,,,,,,,,,,,,109.841,,,,152.12473333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
461,1366,[96],10M25,397.0,,128.0,51.0,10.0,7.94,38.4736,37.8173,,,,,,,,,,,,,,109.841,,,,158.5414,16.40495867768595,0.0,0.0,0.0,0.3984375
462,1367,[96],12M21,397.0,,128.0,51.0,12.0,7.94,27.7987,29.434,,,,,,,,,,,,,,109.841,,,,140.68793333333332,16.40495867768595,0.0,0.0,0.0,0.3984375
463,1368,[96],12M22,397.0,,128.0,51.0,12.0,7.94,29.434,33.8365,,,,,,,,,,,,,,109.841,,,,147.1046,16.40495867768595,0.0,0.0,0.0,0.3984375
464,1369,[96],12M23,397.0,,128.0,51.0,12.0,7.94,35.8491,36.478,,,,,,,,,,,,,,109.841,,,,153.5212666666667,16.40495867768595,0.0,0.0,0.0,0.3984375
465,1370,[96],12M24,397.0,,128.0,51.0,12.0,7.94,38.9937,40.5031,,,,,,,,,,,,,,109.841,,,,159.93793333333335,16.40495867768595,0.0,0.0,0.0,0.3984375
466,1371,[96],12M25,397.0,,128.0,51.0,12.0,7.94,42.5157,40.8805,,,,,,,,,,,,,,109.841,,,,166.3546,16.40495867768595,0.0,0.0,0.0,0.3984375
467,1372,[96],14M21,397.0,,128.0,51.0,14.0,7.94,27.0631,28.0907,,,,,,,,,,,,,,109.841,,,,148.5011333333333,16.40495867768595,0.0,0.0,0.0,0.3984375
468,1373,[96],14M22,397.0,,128.0,51.0,14.0,7.94,29.1242,33.3548,,,,,,,,,,,,,,109.841,,,,154.9178,16.40495867768595,0.0,0.0,0.0,0.3984375
469,1374,[96],14M23,397.0,,128.0,51.0,14.0,7.94,35.1813,35.1859,,,,,,,,,,,,,,109.841,,,,161.33446666666669,16.40495867768595,0.0,0.0,0.0,0.3984375
470,1375,[96],14M24,397.0,,128.0,51.0,14.0,7.94,38.854,39.7682,,,,,,,,,,,,,,109.841,,,,167.75113333333334,16.40495867768595,0.0,0.0,0.0,0.3984375
471,1376,[96],14M25,397.0,,128.0,51.0,14.0,7.94,41.3677,40.3513,,,,,,,,,,,,,,109.841,,,,174.1678,16.40495867768595,0.0,0.0,0.0,0.3984375
472,1386,[98],A10,360.0,40.0,107.0,53.0,10.0,4.0,12.0073,21.7153,,,,,,,,,,,,,,229.541,137.705,347.059,469.118,98.9948,14.87603305785124,1.3793103448275863,0.0,0.0,0.4953271028037383
473,1387,[98],A15,340.0,60.0,107.0,53.0,10.0,4.0,15.8394,29.3796,,,,,,,,,,,,,,218.135,134.754,283.824,319.118,99.9788,14.049586776859504,2.068965517241379,0.0,0.0,0.4953271028037383
474,1388,[98],A20,320.0,80.0,107.0,53.0,10.0,4.0,26.5693,41.8978,,,,,,,,,,,,,,191.149,132.295,127.941,169.118,100.9532,13.223140495867767,2.7586206896551726,0.0,0.0,0.4953271028037383
475,1389,[98],A25,300.0,100.0,107.0,53.0,10.0,4.0,31.4234,46.7518,,,,,,,,,,,,,,174.004,126.393,127.941,167.647,101.95159999999998,12.396694214876034,3.4482758620689653,0.0,0.0,0.4953271028037383
476,1390,[98],A30,280.0,120.0,107.0,53.0,10.0,4.0,36.5328,56.4599,,,,,,,,,,,,,,170.791,123.443,117.647,138.235,102.9356,11.570247933884298,4.137931034482759,0.0,0.0,0.4953271028037383
477,1391,[98],B15,340.0,60.0,107.0,53.0,12.0,4.0,19.0123,33.8272,,,,,,,,,,,,,,145.449,120.492,319.118,400.0,108.0984,14.049586776859504,2.068965517241379,0.0,0.0,0.4953271028037383
478,1392,[98],B20,320.0,80.0,107.0,53.0,12.0,4.0,26.9136,45.1852,,,,,,,,,,,,,,70.1059,110.656,182.353,211.765,109.0824,13.223140495867767,2.7586206896551726,0.0,0.0,0.4953271028037383
479,1393,[98],B25,300.0,100.0,107.0,53.0,12.0,4.0,38.7654,57.284,,,,,,,,,,,,,,50.4971,102.295,117.647,126.471,110.1816,12.396694214876034,3.4482758620689653,0.0,0.0,0.4953271028037383
480,1394,[98],C15,340.0,60.0,93.0,47.0,10.0,4.0,18.3857,29.6205,,,,,,,,,,,,,,78.4336,82.1311,188.235,238.235,90.41,14.049586776859504,2.068965517241379,0.0,0.0,0.5053763440860215
481,1395,[98],C20,320.0,80.0,93.0,47.0,10.0,4.0,26.8165,41.1887,,,,,,,,,,,,,,73.5803,75.2459,126.471,157.353,91.5044,13.223140495867767,2.7586206896551726,0.0,0.0,0.5053763440860215
482,1396,[98],C25,300.0,100.0,93.0,47.0,10.0,4.0,33.4837,48.6402,,,,,,,,,,,,,,67.0921,71.3115,100.0,110.294,92.6036,12.396694214876034,3.4482758620689653,0.0,0.0,0.5053763440860215
483,1397,[98],D15,340.0,60.0,96.0,64.0,10.0,4.0,16.8283,24.717,,,,,,,,,,,,,,227.812,139.18,132.353,170.588,104.3248,14.049586776859504,2.068965517241379,0.0,0.0,0.6666666666666666
484,1398,[98],D25,300.0,100.0,114.0,46.0,10.0,4.0,29.2476,38.7337,,,,,,,,,,,,,,170.503,83.1148,75.0,105.882,99.2296,12.396694214876034,3.4482758620689653,0.0,0.0,0.4035087719298245
485,1399,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 25,252.0,108.0,115.7142857,46.28571429,8.0,14.4,,33.8369,,,,,,,,,,,,,,95.0,,,,112.66806856355,11.612903225806452,3.724137931034482,0.0,0.0,0.4000000000864197
486,1400,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 25,252.0,108.0,128.5714286,51.42857143,8.0,14.4,,36.1631,,,,,,,,,,,,,,102.0,,,,120.4481828729,11.612903225806452,3.724137931034482,0.0,0.0,0.3999999999222222
487,1401,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 25,252.0,108.0,141.4285714,56.57142857,8.0,14.4,,31.0876,,,,,,,,,,,,,,115.0,,,,128.2282971271,11.612903225806452,3.724137931034482,0.0,0.0,0.4000000000707071
488,1402,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 25,252.0,108.0,154.2857143,61.71428571,8.0,14.4,,25.8006,,,,,,,,,,,,,,180.0,,,,136.00841143645,11.612903225806452,3.724137931034482,0.0,0.0,0.3999999999351852
489,1403,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 25,294.0,126.0,135.0,54.0,8.0,16.8,,36.7598,,,,,,,,,,,,,,84.0,,,,129.53088,13.548387096774196,4.344827586206897,0.0,0.0,0.4
490,1404,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,294.0,126.0,150.0,60.0,8.0,16.8,,38.1285,,,,,,,,,,,,,,100.0,,,,138.60768000000002,13.548387096774196,4.344827586206897,0.0,0.0,0.4
